district,school,schtype,adminyear,bookletnumber,sasid,grade,stugrade,lastname,firstname,mi,gender,race_off,dob,yrsinmass,yrsinmass_num,yrsinsch,yrsindis,ever_ell,highneeds,freelunch_off,title1_off,lep_off,lepflep_off,flep_off,sped_off,plan504_off,firstlanguage,natureofdis,levelofneed,spedplacement,nclb_choice,octenr,conenr_sch,conenr_dis,conenr_sta,access_part,ealt,ecomplexity,eteststat,wptopdev,wpcompconv,eitem1,eitem2,eitem3,eitem4,eitem5,eitem6,eitem7,eitem8,eitem9,eitem10,eitem11,eitem12,eitem13,eitem14,eitem15,eitem16,eitem17,eitem18,eitem19,eitem20,eitem21,eitem22,eitem23,eitem24,eitem25,eitem26,eitem27,eitem28,eitem29,eitem30,eitem31,eitem32,eitem33,eitem34,eitem35,eitem36,eitem37,eitem38,eitem39,eitem40,eitem41,eitem42,erawsc,emcpts,eorpts,escaleds,eperflev,eperf2,ecpi,enumin,eassess,esgp,amendela,malt,mcomplexity,mteststat,mitem1,mitem2,mitem3,mitem4,mitem5,mitem6,mitem7,mitem8,mitem9,mitem10,mitem11,mitem12,mitem13,mitem14,mitem15,mitem16,mitem17,mitem18,mitem19,mitem20,mitem21,mitem22,mitem23,mitem24,mitem25,mitem26,mitem27,mitem28,mitem29,mitem30,mitem31,mitem32,mitem33,mitem34,mitem35,mitem36,mitem37,mitem38,mitem39,mitem40,mitem41,mitem42,mrawsc,mmcpts,morpts,mscaleds,mperflev,mperf2,mcpi,mnumin,massess,msgp,amendmat,salt,scomplexity,steststat,scitry,sitem1,sitem2,sitem3,sitem4,sitem5,sitem6,sitem7,sitem8,sitem9,sitem10,sitem11,sitem12,sitem13,sitem14,sitem15,sitem16,sitem17,sitem18,sitem19,sitem20,sitem21,sitem22,sitem23,sitem24,sitem25,sitem26,sitem27,sitem28,sitem29,sitem30,sitem31,sitem32,sitem33,sitem34,sitem35,sitem36,sitem37,sitem38,sitem39,sitem40,sitem41,sitem42,sitem43,sitem44,sitem45,srawsc,smcpts,sorpts,sscaleds,sperflev,sperf2,scpi,snumin,sassess,amendsci,ela_cd,math_cd,sci_cd,accom_l,accom_c,accom_m,accom_s,accom26l,accom29c,accom30m,datachanged,mcasrowid,grade2010,grade2011,grade2012,escaleds2010,escaleds2011,escaleds2012,mscaleds2010,mscaleds2011,mscaleds2012,esgp2010,esgp2011,esgp2012,msgp2010,msgp2011,msgp2012,summarize
DistrictX,404,MS,2013,732596209,1287424,8,8,Smith,John,Y,F,W,6/14/99,5+,9,3,9,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,B,+,+,+,+,+,D,3,+,+,+,+,+,+,+,+,+,B,2,+,-,+,+,3,-,+,+,+,+,+,+,+,+,+,2,+,+,+,+,+, , ,41,31,10,252,P,P,100,1,1,68, , , ,T,+,+,+,D,+,1,B,+,1,+,4,+,+,+,+,+,1,+,+,3,+,+,+,+,+,+,1,1,+,+,+,+,+,-,+,+,1,1,+,-,+,4,46,28,18,260,A,A,100,1,1,93, , , ,T, ,+,+,+,C,+,A,C,+,3,2,+,+,+,D,+,+,+,+,+,+,+,+,+,+,-,+,+,+,-,+,+,+,+,-,+,+,-,+,+,-,1,2, , , ,37,29,8,238,NI,NI,75,1,1, , , , , , , , , , , ,0,1.31E+14,5,6,7,246,244,246,250,246,246,14,13,33,79,37,69,1
DistrictX,404,MS,2013,796658169,1347997,8,8,Smith,John,D,F,H,8/1/99,1,1, , ,1,1,1,0,1,1,0,0,0,7, , ,0, ,0, , , ,1, , ,NTL, , ,+,D,C,B,A,+,C,0,A,+,A,+,B,A,D,A,C,+,0,+,-,+,+,0,-,-,-,-,-,-,-,-,-,-,0,-,-,+,-,+, , ,10,10,0, ,LEP, , , ,1, , , , ,NTL,D,+,B,C,+,0,C,+,0,+,0,B,A,D,+,+,0,A,+,0,+,-,-,-,-,-,0,0,-,-,+,-,-,+,-,+,0, ,+,-,-,0,12,12,0, ,LEP, , , ,1, , , , ,NTL, ,D,C,B,A,A,C,C,A,0, ,+,C,B,D,D,+,A,C,+,+,A,B,-,-,-,-,-,-,+,+,-,-,-,-,+,-,-,-,+,-,0,0, , , ,8,8,0, ,LEP, , , ,1, , , , , , , , , , , ,0,1.31E+14, , , , , , , , , , , , , , , ,1
DistrictX,404,MS,2013,654243075,1446374,8,8,Smith,John,F,M,W,2/12/99,5+,9,3,9,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,+,+,C,+,+,+,3,A,+,+,+,+,+,+,+,C,B,3,+,-,+,+,3,+,+,+,+,+,+,+,-,-,-,4,+,+,+,-,-, , ,39,26,13,248,P,P,100,1,1,2, , , ,T,+,+,A,A,+,1,C,+,0,C,3,+,+,+,+,A,1,+,+,3,B,+,+,+,-,-,1,0,+,+,-,+,-,-,+,+,1,0,+,+,-,3,33,20,13,236,NI,NI,75,1,1,74, , , ,T, ,+,A,B,+,+,A,+,B,1,3,+,+,+,D,+,+,+,A,D,+,C,+, ,+,-,-,+,+,+,+,+,+,+,-,+,+, ,-,-,-,1,2, , , ,29,22,7,226,NI,NI,50,1,1, , , , , , , , , , , ,0,1.31E+14,5,6,7,252,262,258,220,228,230,36,86,56,41,66,76,1
DistrictX,404,MS,2013,724113215,1712133,8,8,Smith,John,M,M,W,4/8/99,5+,9,3,9,0,1,0,0,0,0,0,1,0,267,7,1,10, ,1, , , , , , ,T, , ,+,B,+,A,+,+,+,3,+,+,+,+,+,+,A,D,B,B,3,+,+,+,+,2,+,+,+,+,+,+,+,-,-,-,3,+,-,-,-,-, , ,34,23,11,242,P,P,100,1,1, , , , ,T,+,+,A,A,+,0,A,B,0,C,1,+,+,+,+,A,1,A,+,2,+,+,+,+,-,+,1,1,+,+,-,+,+,-,+,+,0,0,+,+,-,2,29,21,8,228,NI,NI,50,1,1,77, , , ,T, ,+,+,+,+,+,D,D,+,1,1,B,+,+,+,+,+,+,A,B,+,+,+,-,+,-,-,-,+,-,+,+,+,+,-,+,+,+,+,-,-,1,1, , , ,29,25,4,226,NI,NI,50,1,1, , , , ,1, ,1,1, , , ,0,1.31E+14,5,6,7,232,234, ,232,218,220,5,16, ,21,2,46,1
DistrictX,404,MS,2013,492121158,1775795,8,8,Smith,John,J,F,B,1/31/99,5+,9,3,9,0,1,1,0,0,0,0,1,0,267,8,3,20, ,1, , , , , , ,T, , ,+,+,+,A,+,D,D,2,A,A,+,+,+,+,+,A,B,+,4,+,+,+,+,2,-,+,+,-,+,+,+,+,+,+,2,+,-,-, ,-, , ,33,23,10,242,P,P,100,1,1,77, , , ,T,D,D,A,D,D,0,A,B,0,+,0,+,A,+,+,A,1,A,A,1,A,-,-,+,-,-,0,0,+,-,+,-,+,+,+,-,0,0,-,-,-,0,12,10,2,212,W,W,25,1,1,7, , , ,T, ,A,A,C,C,+,C,C,+,1,0,B,C,A,A,+,B,+,A,+,+,A,D,+,+,+,-,-,-,-,-,+,-,+,+,+,+,-,-,+,+,0,0, , , ,17,16,1,216,W,W,25,1,1, , , , ,1, ,1,1, , , ,0,1.31E+14,5,6,7,236,226,226,246,218,214,24,6,13,87,1,3,1
DistrictX,404,MS,2013,708267864,1546843,8,8,Smith,John,A,M,H,10/15/98,3,3,3,3,1,1,1,0,1,1,0,0,0,7, , ,0, ,1, , , ,1, , ,T, , ,D,C,A,+,A,+,+,1,A,+,A,A,+,+,A,C,A,A,0,-,-,+,-,1,-,+,-,+,-,-,+,-,-,+,0,+,-,-,-,-, , ,14,12,2,212,W,W,25,1,1,30, , , ,T,D,C,A,+,D,0,B,A,0,+,0,+,D,+,D,A, ,B,A,1,B,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,0,0,-,-,+,0,6,5,1,204,W,W,0,1,1,11, , , ,T, ,+,+,B,A,A,A,B,+, ,0,+,+,B,B,+,+,A,C,D,+,A,A,+,-,-,-,+,-,-,-,-,+,+,-,+,+,-,-,-,-, ,0, , , ,14,14,0,214,W,W,25,1,1, , , , , , , , , , , ,0,1.31E+14, ,6,7, , ,212, , ,206, , , , , , ,1
DistrictX,404,MS,2013,650383235,1652033,8,8,Smith,John,M,F,W,1/22/99,5+,7,3,7,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,+,+,B,+,+,+,4,A,+,+,+,+,+,+,+,+,B,3,+,+,+,-,4,+,+,+,+,+,+,+,+,+,+,3,+,+,-,-,+, , ,44,30,14,256,P,P,100,1,1,18, , , ,T,+,B,+,+,+,1,+,B,1,+,1,+,+,+,+,A,1,B,+,2,C,+,-,+,-,+,0,3,+,-,+,+,+,+,+,+,1,1,-,+,-,1,34,22,12,238,NI,NI,75,1,1,43, , , ,T, ,+,+,+,+,+,+,C,+,1,3,+,+,+,D,+,+,+,A,D,A,+,+,+,+,-,-,+,-,-,+,+,+,+,-,+,+,+,+,+,+,3,2, , , ,37,28,9,238,NI,NI,75,1,1, , , , , , , , , , , ,0,1.31E+14,5,6,7,262,258,264,260,250,226,55,35,79,89,42,3,1
DistrictX,404,MS,2013,556941350,1255269,8,8,Smith,John,M,M,W,9/6/98,5+,9,3,9,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,B,D,+,+,+,+,+,3,+,+,+,+,+,+,+,+,+,+,3,+,+,+,+,4,+,+,+,+,+,+,+,+,-,+,4,+,+,+,+,+, , ,47,33,14,262,A,A,100,1,1,99, , , ,T,+,+,A,C,+,1,B,+,0,+,2,+,B,+,+,+,1,+,+,3,+,+,-,+,-,-,1,1,-,+,-,+,+,-,+,+,0,0,+,+,-, ,30,21,9,230,NI,NI,75,1,1,45, , , ,T, ,+,C,+,B,C,+,C,+,1,3,+,+,+,D,+,+,+,D,C,D,+,+,+,+,+,-,+,+,-,+,+,+,+,-,+,+,+,+,+,-,1,1, , , ,32,26,6,230,NI,NI,75,1,1, , , , , , , , , , , ,0,1.31E+14,5,6,7,246,248,238,230,220,236,10,30,2,26,9,88,1
DistrictX,404,MS,2013,705861197,1757368,8,8,Smith,John,M,F,W,6/16/99,5+,9,3,9,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,+,+,C,+,+,+,3,+,+,+,+,+,+,+,+,+,+,4,+,+,+,+,4,+,+,+,+,+,+,+,+,+,+,3,+,+,+,+,+, , ,49,35,14,268,A,A,100,1,1,96, , , ,NTO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,INV, , , , , ,1, , ,T, ,+,+,+,B,C,A,+,+,2,2,B,+,+,+,+,+,+,+,+,+,D,+,+,+, ,+,+,+,+,+,+,+,+,-,+,+,+,-,-,+,1,3, , , ,37,29,8,238,NI,NI,75,1,1, , , , , , , , , , , ,0,1.31E+14,5,6,7,248,250,256,262,248,248,6,22,68,37,5,32,1
DistrictX,404,MS,2013,748300620,1016335,8,8,Smith,John,G,F,W,12/31/98,5+,9,3,9,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,+,+,+,+,+,+,4,+,+,+,+,+,+,+,+,+,+,3,-,+,+,+,3,-,+,+,+,+,+,+,+,-,+,4,+,+,+,+,+, , ,47,33,14,262,A,A,100,1,1,75, , , ,T,+,+,A,+,+,1,A,A,0,C,3,+,+,+,+,+,1,+,+,4,+,+,-,+,-,+,1,3,+,-,+,+,+,+,+,+,1,1,+,+,-,4,43,24,19,254,P,P,100,1,1,85, , , ,T, ,+,+,+,C,+,+,+,+,2,3,+,+,A,+,+,+,+,D,+,+,+,+,+,+,-,+,+,-,+,+,+,-,+,-,+,+,+,+,-,+,1,3, , , ,39,30,9,242,P,P,100,1,1, , , , , , , , , , , ,0,1.31E+14,5,6,7,264,260,254,240,250,244,75,49,19,40,76,51,1
DistrictX,404,MS,2013,590243672,1550143,8,8,Smith,John, ,F,B,5/16/98,5+,8,3,7,1,1,1,0,0,0,0,1,0,225,8,3,20, ,1, , , , , , ,T, , ,D,D,+,B,+,D,+,2,A,C,+,+,+,+,+,+,A,A,4,+,+,+,+,3,-,+,+,+,+,-,-,-,+,+,3,+,-,-,-,-, , ,32,20,12,240,P,P,100,1,1,44, , , ,T,A,+,+,D,C,0,+,B,0,C,1,C,B,B,+,A,0,B,+,1,B,-,+,+,-,-,1,1,-,-,-,-,-,-,+,+,0,0,+,-,-,1,15,10,5,214,W,W,25,1,1,64, , , ,T, ,+,+,+,+,C,+,D,+,3,1,B,C,C,D,+,C,+,A,C,D,A,A,+,-,-,+,+,+,-,+,+,-,-,-,-,+,-,+,+,-,0,0, , , ,21,17,4,218,W,W,25,1,1, , , , ,1, ,1,1, , , ,0,1.31E+14,6,6,7, ,244,228, ,214,212, , ,2, , ,18,1
DistrictX,404,MS,2013,729969820,1986350,8,8,Smith,John,M,F,A,10/10/98,5+,9,3,9,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,+,D,+,+,+,+,3,+,A,B,A,+,+,+,+,+,B,4,-,+,+,-,3,+,+,+,-,-,-,-,+,-,+,2,+,-,+,+,+, , ,35,23,12,244,P,P,100,1,1,71, , , ,T,+,C,+,A,+,1,+,B,1,+,1,+,+,+,+,+,1,A,+,1,+,-,-,+,-,+,1,3,+,+,+,+,+,+,+,+,1,1,+,+,-,4,39,24,15,246,P,P,100,1,1,88, , , ,T, ,+,A,+,C,+,C,D,+,4,1,+,+,B,+,+,+,B,+,+,+,+,+,-,-,-,+,+,-,+,+,+,-,+,-,+,+,-,+,-,-,0,2, , , ,30,23,7,228,NI,NI,50,1,1, , , , , , , , , , , ,0,1.31E+14,5,6,7,238,222,238,238,230,236,43,2,58,13,6,60,1
DistrictX,404,MS,2013,782380245,1181204,8,8,Smith,John,A,M,W,9/8/98,5+,5,3,5,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,+,+,A,+,+,+,3,+,+,+,+,+,+,+,C,C,+,4,+,-,+,+,3,+,+,+,+,+,+,+,+,+,+,4,+,+,+,-,+, , ,45,31,14,258,P,P,100,1,1,54, , , ,T,+,+,+,A,+,1,C,+,1,+,1,+,+,+,+,+,1,A,+,3,+,+,+,+,+,+,1,3,+,+,-,+,+,+,+,+,1,1,+,+,+,3,44,28,16,256,P,P,100,1,1,66, , , ,T, ,+,+,+,+,+,A,C,+,3,2,+,+,+,D,+,+,+,+,+,+,+,+,+,+,-,+,+,+,+,+,+,+,+,-,+,+,+,+,+,+,1,3, , , ,42,33,9,246,P,P,100,1,1, , , , , , , , , , , ,0,1.31E+14,5,6,7,244,262,256,236,254,258,42,98,67,31,93,91,1
DistrictX,404,MS,2013,550322629,1353244,8,8,Smith,John,D,M,W,6/4/99,5+,9,3,9,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,A,+,+,B,C,D,+,3,+,+,+,+,+,+,+,D,+,+,2,+,+,+,+,3,-,+,+,+,+,+,+,+,-,+,3, , , , , , , ,35,24,11,244,P,P,100,1,1,4, , , ,T,+,+,+,A,D,1,+,C,1,+,1,+,+,+,+,+,1,A,A,4,+,+,-,+,-,+,1,0,+,+,+,+,+,+,+,+,1,1,+,+,-,4,39,24,15,246,P,P,100,1,1,44, , , ,T, ,+,A,+,B,+,A,+,+,3,3,+,+,+,D,+,+,+,+,C,A,D,+,+,+,+,-,+,+,+,-,+,+,+,+,+,+,+,+,+,-,0,3, , , ,37,28,9,238,NI,NI,75,1,1, , , , , , , , , , , ,0,1.31E+14,5,6,7,250,250,248,262,244,246,54,50,38,97,13,51,1
DistrictX,404,MS,2013,404083895,1589152,8,8,Smith,John, ,M,B,10/9/98,5+,6,3,5,1,1,0,0,0,1,1,0,0,225, , ,0, ,1, , , , , , ,T, , ,B,+,A,A,+,+,A,1,D,D,+,+,A,+,+,A,A,B,1,-,-,+,+,1,+,-,+,-,+,+,+,-,-,+,2,+,+,-,+,-, , ,23,18,5,220,NI,NI,50,1,1,48, , , ,T,+,+,A,+,D,1,B,+,1,+,1,+,+,+,+,A,1,A,C,0,A,-,-,-,-,-,1,0,+,-,-,+,+,-,+,+,0,0,+,+,+,3,25,17,8,220,NI,NI,50,1,1,84, , , ,T, ,C,C,B,C,A,C,D,+,1,0,+,C,A,+,+,C,+,+,+,C,+,+,+,-,-,+,-,+,+,+,-,+,+,-,-,-,-,-,+,-,0,1, , , ,19,17,2,216,W,W,25,1,1, , , , , , , , , , , ,0,1.31E+14,5,6,7,218,220,218,218,218,216,67,57,28,67,45,29,1
DistrictX,404,MS,2013,513543473,1098521,8,8,Smith,John,N,M,W,1/30/99,5+,9,3,9,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,+,+,+,+,+,+,3,+,+,+,+,+,+,+,+,C,+,3,-,+,+,-,2,+,+,+,-,+,+,+,+,+,+,4,+,+,+,+,+, , ,44,32,12,256,P,P,100,1,1,19, , , ,T,+,+,+,+,+,1,+,+,1,+,3,+,+,+,+,+,1,+,+,4,+,+,+, ,-,+,1,1,-,+,+,+,+,+,+,+,0,1,+,-,+,4,45,28,17,258,P,P,100,1,1,10, , , ,T, ,+,+,+,+,+,C,+,+,4,1,+,+,+,+,+,+,+,A,+,D,+,+,+,+,+,+,+,+,+,+,+,+,+,-,+,+,+,+,+,+,2,4, , , ,45,34,11,250,P,P,100,1,1, , , , , , , , , , , ,0,1.31E+14,5,6,7,276,262,256,264,264,270,99,52,27,72,58,84,1
DistrictX,404,MS,2013,571677791,1104347,8,8,Smith,John,M,F,W,4/27/99,5+,9,3,9,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,+,+,+,+,+,+,3,+,D,+,+,+,+,+,+,+,C,3,+,+,+,+,3,+,+,+,+,+,+,+,+,-,-,3,+,-,+,+,-, , ,42,30,12,252,P,P,100,1,1,18, , , ,T,+,+,+,A,+,1,C,A,1,+,2,D,+,+,+,+,1,+,+,2,+,+,+,+,-,+,1,4,+,+,+,+,+,-,+,+,0,0,+,+,-,3,40,25,15,248,P,P,100,1,1,55, , , ,T, ,+,+,+,+,+,+,C,+,4,4,+,+,+,+,+,+,+,A,D,+,+,+,-,+,-,+,+,-,-,+,+,+,+,-,+,+,+,+,+,-,2,3, , , ,42,29,13,246,P,P,100,1,1, , , , , , , , , , , ,0,1.31E+14,5,6,7,256,258,256,250,242,248,47,61,53,81,26,81,1
DistrictX,404,MS,2013,640716355,1832943,8,8,Smith,John,M,M,W,11/14/98,5+,9,3,9,0,1,0,0,0,0,0,1,0,267,7,3,20, ,1, , , , , , ,T, , ,+,+,+,C,A,A,+,1,+,C,+,+,+,+,A,+,C,+,3,+,+,+,+,2,-,+,+,+,+,+,+,+,+,+,1,+,+,+,+,+, , ,36,29,7,244,P,P,100,1,1,74, , , ,T,+,+,A,C,D, ,C,+,0,D,1,+,+,+,+,A,1,A,+,3,+,+,+,+,-,+,0,0,+,+,-,-,-,-,+,+,1,0,+,+,-,1,26,19,7,220,NI,NI,50,1,1,70, , , ,T, ,+,A,+,+,B,+,+,+,1,0,B,A,+,D,+,+,+,+,C,C,A,+,+,+,+,-,+,-,+,+,+,+,+,+,+,+,-,+,-,-,1,1, , , ,28,25,3,224,NI,NI,50,1,1, , , , ,1, ,1,1, , , ,0,1.31E+14,5,6,7,232,232,238,220,228,218,1,4,35,1,26,5,1
DistrictX,404,MS,2013,497917309,1345072,8,8,Smith,John,J,M,W,9/1/98,5+,7,3,7,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,+,+,C,+,+,+,2,+,C,+,+,+,+,+,+,+,+,2,+,+,+,+,3,+,+,+,+,+,-,-,+,+,+,3,+,+,+,+,+, , ,42,32,10,252,P,P,100,1,1,78, , , ,T,+,+,+,A,+,1,+,+,1,+,1,+,+,+,+,A,0,+,+,4,+,+,+,+,-,+,1,3,+,-,-,+,+,+,+,+,0,1,+,-,+,4,42,26,16,252,P,P,100,1,1,80, , , ,T, ,+,+,+,+,+,D,C,A,3,1,+,+,+,D,D,+,+,A,C,+,+,+,+,+,+,+,+,+,-,+,-,+,+,-,+,+,+,+,+,-,1,1, , , ,33,27,6,232,NI,NI,75,1,1, , , , , , , , , , , ,0,1.31E+14,5,6,7,250,248,242,252,252,238,60,34,12,57,49,14,1
DistrictX,404,MS,2013,532137918,1063236,8,8,Smith,John,C,M,W,8/21/98,5+,9,3,9,0,0,0,0,0,0,0,0,0,6, , ,0, ,1, , , , , , ,T, , ,+,+,+,B,+,A,+,3,+,+,+,+,+,+,+,+,+,+,4,+,-,+,+,2,+,+,+,+,+,+,+,+,+,+,4,+,+,-,+,+, , ,45,32,13,258,P,P,100,1,1,80, , , ,T,+,+,+,+,+,1,C,A,1,+,1,+,+,+,+,A,1,A,+,1,+,+,+,+,-,-,1,1,+,-,-,+,+,-,+,+,0,1,+,-,-,3,32,21,11,234,NI,NI,75,1,1,35, , , ,T, ,+,+,+,+,+,+,+,+,3,4,B,+,+,+,+,+,+,D,+,+,D,+,+,+,-,+,+,+,+,+,+,+,+,-,+,+,-,+,+,-,2,1, , , ,41,31,10,244,P,P,100,1,1, , , , , , , , , , , ,0,1.31E+14,5,6,7,246,250,252,246,234,238,38,63,68,70,14,57,1
DistrictX,404,MS,2013,713135528,1824400,8,8,Smith,John,D,M,H,7/24/98,5+,10,2,2,1,1,1,0,0,0,0,0,0,7, , ,0, ,1, , , , , , ,T, , ,+,D,A,B,+,D,+,2,A,C,+,B,+,+,D,A,+,A,2,+,+,+,-,2,+,+,+,+,+,-,-,+,-,-,0,-,-,-,-,+, , ,23,17,6,220,NI,NI,50,1,1,8, , , ,T,+,+,A,D,D,0,+,A,0,+,1,+,+,+,B,A,0,+,A,1,A,-,+,+,-,-,1,0,+,-,+,+,-,-,+,+,0,0,+,-,-,0,19,16,3,218,W,W,25,1,1,58, , , ,T, ,+,C,B,C,B,A,C,D,1,0,C,C,+,D,+,+,A,D,+,+,D,+,+,+,-,-,+,-,-,-,+,-,-,+,+,+,-,+,+,-,0,1, , , ,18,16,2,216,W,W,25,1,1, , , , , , , , , , , ,0,1.31E+14,5,6,7,222,220,236,218,214,216,30,23,79,52,7,63,1
DistrictX,404,MS,2013,513959293,1506574,8,8,Smith,John,G,F,W,10/13/98,5+,9,3,9,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,+,+,B,+,+,+,3,+,D,+,+,+,+,+,+,B,+,2,+,+,+,-,3,+,+,+,+,+,+,+,+,+,-,4,+,-,-,-,+, , ,40,28,12,250,P,P,100,1,1,81, , , ,T,+,+,+,D,+,1,A,C,1,D,1,+,+,A,C,A,1,+,A,4,+,+,+,+,-,+,0,0,+,+,-,+,+,+,+,+,0,1,+,+,+,4,35,22,13,240,P,P,100,1,1,48, , , ,T, ,+,A,C,+,+,D,B,+,4,1,+,A,+,A,+,+,+,+,D,C,+,+,+,+,-,+,+,+,+,+,+,+,+,+,+,+,+,+,+,-,1,2, , , ,36,28,8,236,NI,NI,75,1,1, , , , , , , , , , , ,0,1.31E+14,5,6,7,240,240,242,244,244,238,71,45,52,95,66,46,1
DistrictX,404,MS,2013,685714659,1836537,8,8,Smith,John,M,F,W,6/8/99,4,4,3,4,0,0,0,0,0,0,0,0,0,267,8,3,1, ,1, , , , , , ,T, , ,+,+,+,+,+,B,A,4,+,A,+,+,+,D,+,+,+,B,3,+,-,-,+,3,+,+,+,+,+,-,+,+,+,+,4,+,+,-,-,+, , ,40,26,14,250,P,P,100,1,1,98, , , ,T,+,B,A,+,C,0,A,B,0,+,2,+,+,+,B,A,0,A,A,1,A,+,+,+,-,+,0,0,-,-,-,+,+,-,+,+,0,0,-,+,-,1,19,15,4,218,W,W,25,1,1,81, , , ,T, ,+,C,D,+,+,+,+,+,3,4,D,+,+,B,D,+,+,D,+,A,+,A,+,+,-,+,+,+,-,+,+,-,+,+,+,+,-,+,+,+,1,1, , , ,35,26,9,236,NI,NI,75,1,1, , , , , , , , , , , ,0,1.31E+14,5,6,7,226,230,232,218,214,212, ,47,45, ,7,20,1
DistrictX,404,MS,2013,621793484,1020757,8,8,Smith,John,J,M,W,9/15/98,5+,9,3,9,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,+,C,+,+,+,D,3,+,C,B,+,+,+,+,+,B,+,2,-,+,+,+,3,-,+,+,+,+,+,+,+,+,+,4,+,+,-,+,+, , ,40,28,12,250,P,P,100,1,1,52, , , ,T,+,+,+,+,D,0, ,A,0,+,1,+,+,+,+,+,1,B,+,3,A,-,-,+, ,+,1,1,+,+,-,+,+,-,+,+,0,0,+,+,-,1,29,21,8,228,NI,NI,50,1,1,28, , , ,T, ,+,+,B,+,C,C,+,+,1,0,+,A,+,+,+,+,+,A,D,A,+,+,+,+,-,+,+,+,-,+,+,+,+,-,+,+,+,-,-,+,1,4, , , ,32,26,6,230,NI,NI,75,1,1, , , , , , , , , , , ,0,1.31E+14,5,6,7,228,254,248,232,238,232,4,98,47,48,59,46,1
DistrictX,404,MS,2013,649408137,1756338,8,8,Smith,John,I,F,W,3/17/99,5+,9,3,9,1,0,0,0,0,0,0,0,0,665, , ,0, ,1, , , , , , ,T, , ,B,+,+,+,+,+,+,3,+,+,+,+,+,+,+,+,+,+,3,+,+,+,+,3,+,+,+,+,+,+,+,+,+,+,3,+,+,+,-,+, , ,46,34,12,260,A,A,100,1,1,60, , , ,T,+,+,+,+,+,1,+,+,1,+,2,+,+,+,+,+,1,+,A,4,+,+,+,+,+,+,1,4,+,+,+,+,+,+,+,+,1,1,+,+,+,4,51,31,20,270,A,A,100,1,1,18, , , ,T, ,+,+,+,+,+,+,+,+,3,4,+,+,+,+,+,+,+,+,+,+,C,+,+,+,+,+,+,+,+,+,+,+,+,-,+,+,+,+,-,+,3,3, , , ,48,35,13,256,P,P,100,1,1, , , , , , , , , , , ,0,1.31E+14,5,6,7,268,260,254,280,280,280,85,43,17,90,81,72,1
DistrictX,404,MS,2013,514365099,1163978,8,8,Smith,John,T,F,B,6/6/99,5+,9,3,9,1,1,1,0,0,0,0,1,0,225,8,2,20, ,1, , , , , , ,T, , ,D,+,A,A,+,+,+,2,+,A,B,A,+,+,+,+,A,+,1,+,+,+,+,3,-,+,+,-,+,-,+,+,+,+,3,+,-,-,-,-, , ,31,22,9,238,NI,NI,75,1,1,42, , , ,T,+,D,A,A,A,0,C,+,0,+,0,+,+,+,+,A,0,+,A,4,+,-,-,+,-,+,1,0,+,+,+,+,+,+,+,-,1,0,+,+,-,0,26,20,6,220,NI,NI,50,1,1,86, , , ,T, ,+,+,D,+,A,A,+,+,1,3,D,C,+,A,D,+,B,+,D,C,+,+,-,-,-,+,-,-,-,+,+,+,+,-,+,+,-,-,-,-,0,1, , , ,22,17,5,218,W,W,25,1,1, , , , ,1, ,1,1, , , ,0,1.31E+14,5,6,7,228,230,236,220,218,216,81,60,61,78,49,22,1
